nombre d'arretes sur 100 noeuds = 10
nombre de procs = 1
ratio deadline = 1
fr = 0.1
486.850552 	486.850552 	486.850552 	486.850552 	486.850552 	486.850552 	486.850552 	
511.955646 	511.955646 	511.955646 	511.955646 	511.955646 	511.955646 	511.955646 	
449.331184 	449.331184 	449.331184 	449.331184 	449.331184 	449.331184 	449.331184 	
472.967887 	472.967887 	472.967887 	472.967887 	472.967887 	472.967887 	472.967887 	
496.254897 	496.254897 	496.254897 	496.254897 	496.254897 	496.254897 	496.254897 	
500.345433 	500.345433 	500.345433 	500.345433 	500.345433 	500.345433 	500.345433 	
498.355347 	498.355347 	498.355347 	498.355347 	498.355347 	498.355347 	498.355347 	
494.579165 	494.579165 	494.579165 	494.579165 	494.579165 	494.579165 	494.579165 	
506.710538 	506.710538 	506.710538 	506.710538 	506.710538 	506.710538 	506.710538 	
464.076332 	464.076332 	464.076332 	464.076332 	464.076332 	464.076332 	464.076332 	
fr = 0.2
525.014741 	525.014741 	525.014741 	525.014741 	525.014741 	525.014741 	525.014741 	
509.572946 	509.572946 	509.572946 	509.572946 	509.572946 	509.572946 	509.572946 	
535.373776 	535.373776 	535.373776 	535.373776 	535.373776 	535.373776 	535.373776 	
430.905416 	430.905416 	430.905416 	430.905416 	430.905416 	430.905416 	430.905416 	
497.572360 	497.572360 	497.572360 	497.572360 	497.572360 	497.572360 	497.572360 	
521.706865 	521.706865 	521.706865 	521.706865 	521.706865 	521.706865 	521.706865 	
524.481731 	524.481731 	524.481731 	524.481731 	524.481731 	524.481731 	524.481731 	
518.493914 	518.493914 	518.493914 	518.493914 	518.493914 	518.493914 	518.493914 	
488.306941 	488.306941 	488.306941 	488.306941 	488.306941 	488.306941 	488.306941 	
489.768663 	489.768663 	489.768663 	489.768663 	489.768663 	489.768663 	489.768663 	
fr = 0.3
484.943143 	484.943143 	484.943143 	484.943143 	484.943143 	484.943143 	484.943143 	
475.728013 	475.728013 	475.728013 	475.728013 	475.728013 	475.728013 	475.728013 	
523.392219 	523.392219 	523.392219 	523.392219 	523.392219 	523.392219 	523.392219 	
503.684879 	503.684879 	503.684879 	503.684879 	503.684879 	503.684879 	503.684879 	
518.610021 	518.610021 	518.610021 	518.610021 	518.610021 	518.610021 	518.610021 	
